"GeneID","Chr","Start","End","Strand","Length","logFC","logCPM","F","PValue","FDR","kpc_control_1","kpc_control_2","kpc_control_3","kpc_knockdown_1","kpc_knockdown_2","kpc_knockdown_3"
"1700048O20Rik","NC_000075.7",121766341,121776082,"+",1848,-0.245715520840399,3.02451959180007,0.337361479255838,0.573433336517891,0.829449388856889,6.13277541865075,10.2350491391304,6.75388091270737,8.9149817581949,3.28626182209986,5.74807509409776
"1700086O06Rik","NC_000084.7",38371458,38383618,"-",1931,0.330524939992318,3.73151226557437,1.19213057278692,0.298888306740965,0.642995172566968,8.76110774092964,11.5144302815216,12.2414091542821,10.1036459926209,15.6097436549743,16.2862127666103
"1700123O20Rik","NC_000080.7",54923628,54928201,"+",1891,0.235686956505654,4.15159455548503,0.698715666644911,0.421493876030822,0.734375916809332,14.0177723854874,15.3525737086955,16.4625847247242,12.4809744614729,23.825398210224,19.1602503136592
"1810014B01Rik","NC_000076.7",86521391,86525818,"+",1620,0.115170047885546,3.03317266016028,0.114988572395522,0.741116288000413,0.909155014355699,7.00888619274371,7.03659628315212,6.33176335566316,8.32064964098191,5.75095818867476,7.66410012546368
"1810030O07Rik","NC_000086.8",12521118,12540175,"-",3516,-0.208183339920054,5.45228099886038,1.18901527111759,0.299472998822593,0.643324466692526,44.2435940916947,40.9401965565214,50.6541068453053,33.8769306811406,47.650796420448,37.3624881116354
"1810037I17Rik","NC_000069.7",122718046,122719843,"+",976,-0.225128332738266,7.09571106726724,2.97692973351779,0.113175361772787,0.431101748603231,150.252997756943,153.525737086955,134.655500697103,131.347397904072,126.521080150845,115.919514397638
"1810055G02Rik","NC_000085.7",3758343,3767882,"+",2302,-0.574521988794161,5.93663017719692,10.6800044692482,0.00775587583535386,0.12486411518567,83.668578925878,58.2118419788039,71.3378671404716,49.9238978458915,47.650796420448,45.9846007527821
"2010204K13Rik","NC_000086.8",7278056,7289227,"-",946,-0.453874303176783,3.59732029921712,1.72289712205695,0.216814617329434,0.563370097981088,15.3319385466269,13.4335019951086,8.86446869792843,10.6979781098339,9.85878546629958,5.74807509409776
"2010320M18Rik","NC_000074.7",71229506,71230250,"+",745,-0.174214658654534,5.23805978824997,0.789218027651942,0.393867975761361,0.714181608945632,42.4913725435087,35.8226719869562,37.5684625769348,40.4145839704836,27.9332254878488,33.5304380489036
"2200002D01Rik","NC_000073.7",28946946,28947892,"-",507,-0.396226661350646,4.04289821909557,2.32832601398516,0.156051720369912,0.496645983681034,19.7124924170917,15.3525737086955,16.04046716768,11.2923102270469,13.1450472883994,15.3282002509274
"2210016L21Rik","NC_000071.7",115080213,115086610,"+",1388,0.196569340000212,6.418753652571,1.3701539927341,0.267191651462303,0.616727689337772,95.4960743761331,66.5278194043473,73.4484549256927,85.5838248786711,97.7662892074709,88.1371514428323
"2210039B01Rik","NC_000078.7",73595257,73598760,"+",1039,1.36372829498758,3.56980721189709,15.9687456500933,0.00222248013122509,0.0630316487622864,7.88499696683667,5.11752456956518,5.48752824157474,11.8866423442599,16.4313091104993,22.0342878607081
"2210408F21Rik","NC_000072.7",31197286,31314330,"+",1042,-0.508455082726816,3.32745929664238,2.55473386107996,0.139128518628942,0.473559758866021,10.951384676162,10.874739710326,8.86446869792843,6.53765328934293,6.57252364419972,8.62211264114664
"2210418O10Rik","NC_000068.8",175968358,176003665,"+",8751,0.221864586693364,3.31207033986435,0.46839318469778,0.508301351810081,0.791610310066654,7.44694157979019,7.67628685434777,9.28658625497264,11.8866423442599,7.39408909972469,8.62211264114664
"2300009A05Rik","NC_000075.7",63301729,63306526,"-",598,-0.344955914665261,4.77508189408096,1.83761844760644,0.203152870965688,0.54850716509791,23.2169355134635,25.5876228478259,37.990580133979,25.5562810401587,18.8960054770742,23.950312892074
"2310009B15Rik","NC_000067.7",138779717,138784592,"-",571,-0.284825699522262,5.7599940754023,3.13470482692195,0.105082126192438,0.418985156563361,61.3277541865075,61.4102948347821,51.4983419593937,45.7635730254005,50.1154927870229,46.942613268465
"2310010J17Rik","NC_000073.7",89774044,89779144,"-",538,0.276193002293996,3.23747484019618,0.477756897803956,0.504186388322976,0.789383250548008,7.88499696683667,11.5144302815216,4.22117557044211,10.1036459926209,8.21565455524965,8.62211264114664
"2310011J03Rik","NC_000076.7",80154089,80156382,"-",1659,-0.188016548305535,5.98527332479196,1.48969033886325,0.248476561262052,0.595406829458485,71.841083475623,63.9690571195647,62.4733984425432,63.5935365417903,55.0448855201727,54.6067133939287
"2310022A10Rik","NC_000073.7",27252482,27281047,"+",2976,-0.176394473681631,4.56641086298787,0.507022953692459,0.491665838546212,0.783287207835613,18.8363816429987,30.0654568461954,23.2164656374316,18.4242956336028,23.825398210224,21.0762753450251
"2310022B05Rik","NC_000074.7",125362495,125390108,"-",3307,-0.113486435858428,7.70187713174176,0.816610302054553,0.386062822168045,0.708928747291485,226.474635103031,221.97262820489,196.706781582602,184.837288453241,207.034494792291,205.014678356153
"2310033P09Rik","NC_000077.7",59099187,59101562,"+",1243,0.406658304465516,5.65701926567992,4.86173456878756,0.0503103041725556,0.298082647257114,41.1772063823693,35.1829814157606,50.6541068453053,57.0558832524474,50.9370582425478,62.2708135193924
"2310039H08Rik","NC_000083.7",47083561,47084333,"+",773,-0.22354106198049,5.62387035739592,0.811096249022749,0.387615590002547,0.710433252004915,57.8233110901356,63.9690571195647,34.1915221205811,41.0089160876965,38.6135764096734,53.6487008782457
"2310057M21Rik","NC_000073.7",130943340,130964570,"-",5383,0.0976403330647279,3.45259690991832,0.119008618829896,0.736805675087125,0.907053914933605,9.6372185150226,8.95566799673906,9.70870381201685,10.1036459926209,9.85878546629958,10.5381376725126
"2310061I04Rik","NC_000083.7",36203569,36208270,"-",2130,0.253066875779279,6.10230835419088,1.5835858206065,0.235006790308926,0.581526606607577,54.3188679937638,56.292770265217,74.2926900397811,80.8291679409671,55.0448855201727,85.2631138957834
"2310068J16Rik","NC_000081.7",99870048,99871168,"-",1121,0.111156975200005,2.96698577791532,0.069853122151903,0.796590407011905,0.929862035980135,4.38055387046482,10.2350491391304,5.48752824157474,5.94332117212994,8.21565455524965,6.70608760978072
"2410004B18Rik","NC_000069.7",145643769,145650584,"+",1709,-0.272210330996011,5.0454393513695,1.71342316125839,0.217955265747898,0.564307880466574,34.6063755766721,30.7051474173911,38.4126976910232,34.4712627983536,23.825398210224,26.8243504391229
"2410006H16Rik","NC_000077.7",62493703,62495632,"+",461,0.304618376336316,7.81565185933863,4.88540420262872,0.0498439217812437,0.297892823537729,217.275471975055,181.672122219564,203.038544938265,253.779814049948,275.224427600863,214.594803512983
"2510002D24Rik","NC_000082.7",18655263,18658863,"+",3202,0.663984566415153,3.21900140850388,3.84613024356248,0.0764478011221735,0.363157484329082,7.00888619274371,6.39690571195647,5.90964579861895,7.72631752376892,10.6803509218245,13.4121752195614
"2510009E07Rik","NC_000082.7",21467795,21513415,"-",5164,-0.0985050891897929,4.28956071456978,0.154745719392309,0.701767085437913,0.891387111048292,20.1505478041382,19.8304077070651,16.8847022817684,16.0469671647508,14.7881781994494,22.992300376391
"2510022D24Rik","NC_000086.8",169090871,169098529,"-",1468,-0.214629664170812,7.77169665063647,1.0261050559354,0.3334297845388,0.671113415339399,295.249330869329,226.450462203259,178.133609072657,222.28021183766,147.881781994494,232.797041310959
"2510039O18Rik","NC_000070.7",148023849,148031773,"+",4398,0.438294095460563,5.60831554490002,5.55231436670368,0.0386555846038846,0.267339582555636,44.6816494787412,31.3448379885867,45.1665786037306,59.4332117212994,54.2233200646477,51.7326758468798
"2610005L07Rik","NC_000074.7",20016466,20055498,"+",4009,0.0840598769117687,4.60324095111481,0.0879624145832533,0.772461482378747,0.920208982430186,19.2744370300452,16.6319548510868,30.3924641071832,20.2072919852418,22.1822672991741,30.6564005018547
"2610507I01Rik","NC_000077.7",59088619,59093257,"-",2905,0.265036237540436,3.79612471000142,0.578846973698497,0.463209757028853,0.762773724834987,7.00888619274371,14.7128831374999,13.929879382459,17.8299635163898,11.5019163773495,11.4961501881955
"2610524H06Rik","NC_000071.7",114959998,114961529,"-",945,-0.202825052647058,4.14268676322171,0.560191016881078,0.470320409887274,0.767389951368904,13.1416616113945,17.9113359934781,21.5279954092547,14.8583029303248,16.4313091104993,14.3701877352444
"2700038G22Rik","NC_000071.7",24055595,24060031,"+",1370,-0.400755274155291,3.48821108396212,0.991795819758392,0.341327986139533,0.677354257653909,8.76110774092964,8.95566799673906,15.6183496106358,9.5093138754079,11.5019163773495,3.83205006273184
"2700049A03Rik","NC_000078.7",71183627,71356273,"+",6040,0.291750791239186,4.18932660019458,1.41323191300189,0.260239940858948,0.609707148396274,17.9602708689058,15.9922642798912,12.6635267113263,19.6129598680288,19.7175709325992,17.2442252822933
"2700062C07Rik","NC_000084.7",24603928,24610824,"+",1032,0.0469111344612857,4.67005359158166,0.0325462320339641,0.860205512281509,0.953962030244844,18.8363816429987,31.9845285597824,21.950112966299,20.8016241024548,29.5763563988987,23.950312892074
"2700097O09Rik","NC_000078.7",55092446,55126895,"-",5582,0.110423360543769,3.84467856750525,0.128340030585793,0.727130194544496,0.90244603017771,8.76110774092964,16.6319548510868,13.5077618254147,14.2639708131118,11.5019163773495,15.3282002509274
"2700099C18Rik","NC_000083.7",95057528,95082557,"+",1275,1.08896923925098,2.74262136040233,4.17746890411764,0.0665246831030502,0.340561822292697,1.31416616113945,3.19845285597824,6.33176335566316,5.94332117212994,7.39408909972469,11.4961501881955
"2810001G20Rik","NC_000077.7",63970310,63974085,"+",901,-0.196384644297893,2.96406409663878,0.252608920580142,0.625470230516072,0.856120857821348,7.88499696683667,4.47783399836953,8.02023358384,4.75465693770395,6.57252364419972,7.66410012546368
"2810004N23Rik","NC_000074.7",125566094,125589768,"-",1382,0.0850424892248382,5.32759128779081,0.154388082789379,0.702090957513473,0.891387111048292,43.8055387046482,35.1829814157606,34.1915221205811,38.6315876188446,31.2194873099487,51.7326758468798
"2810013P06Rik","NC_000074.7",123769314,123771341,"+",2028,0.370462133129299,3.54962311069904,1.31352531611176,0.276762693204624,0.623138549748592,8.32305235388315,9.59535856793471,10.1308213690611,14.8583029303248,7.39408909972469,13.4121752195614
"2810025M15Rik","NC_000067.7",157239922,157247806,"+",1194,-0.138950616942126,4.50459326513244,0.291538255929215,0.600294335620907,0.843663936399737,16.2080493207198,26.8670039902172,24.9049358656084,19.0186277508158,23.003832754699,19.1602503136592
"2810408I11Rik","NC_000067.7",64719028,64729818,"-",713,-0.453676830422083,4.18149047846904,1.80767579678136,0.206605786412684,0.551677339228369,11.827495450255,19.8304077070651,26.1712885367411,11.2923102270469,16.4313091104993,15.3282002509274
"2810449D17Rik","NC_000085.7",33369201,33397925,"+",1646,0.150025175496901,3.99947058231385,0.253436848997879,0.624870896033931,0.855880690050003,14.4558277725339,14.7128831374999,13.5077618254147,19.6129598680288,17.2528745660243,8.62211264114664
"2900026A02Rik","NC_000071.7",113234189,113369158,"-",12667,0.494501658675929,3.64627631948222,2.74093759132051,0.126826244294113,0.454055944111123,7.88499696683667,8.95566799673906,11.8192915972379,16.0469671647508,11.5019163773495,12.4541627038785
"2900052L18Rik","NC_000077.7",120116355,120122443,"-",5893,-0.243139770126007,3.56452943013315,0.752404331932713,0.404772111904318,0.721638149933855,12.2655508373015,11.5144302815216,10.5529389261053,9.5093138754079,9.03722001077462,10.5381376725126
"2900060L22Rik","NC_000072.7",95999615,96098403,"-",27846,1.1714832662346,2.84752730087596,7.92198645459024,0.0173200497531091,0.182339126493628,4.8186092575113,5.11752456956518,2.11058778522105,10.1036459926209,8.21565455524965,7.66410012546368
"2900093K20Rik","NC_000068.8",163261691,163262281,"+",591,-0.992299754033457,3.06220588734155,7.28019604444435,0.0212865864279871,0.201414598478873,7.88499696683667,8.95566799673906,10.5529389261053,4.16032482049095,5.75095818867476,3.83205006273184
"3000002C10Rik","NC_000075.7",109659221,109660499,"-",1279,0.280888729197764,3.25665724508785,0.58151677921502,0.46222580848348,0.762417623559417,10.5133292891156,5.75721514076082,6.33176335566316,10.6979781098339,6.57252364419972,10.5381376725126
"3010003L21Rik","NC_000072.7",148846355,148848627,"+",1757,-0.745084604407358,2.70603216447216,2.56176281893344,0.138752504136176,0.47280449575765,5.69472003160426,7.03659628315212,6.75388091270737,3.56599270327796,1.64313091104993,6.70608760978072
"3110040N11Rik","NC_000073.7",81430031,81439203,"-",1255,-0.333644785324835,3.78181419443453,0.700971192634052,0.420779258108964,0.734091479154675,14.4558277725339,17.9113359934781,9.70870381201685,5.34898905491694,15.6097436549743,13.4121752195614
"3110082I17Rik","NC_000071.7",139345494,139446291,"-",1842,-0.0190749783511972,4.62632111933895,0.00696092208920827,0.935048392590986,0.979131192186785,25.8452678357424,24.3082417054346,21.1058778522105,27.3392773917977,18.0744400215492,23.950312892074
"3222401L13Rik","NC_000084.7",37788954,37791793,"+",2840,0.445763369261918,2.77619957780094,0.716615589988069,0.415874533523385,0.731997325426015,3.50444309637185,3.19845285597824,7.59811602679579,8.9149817581949,8.21565455524965,1.91602503136592
"3300002I08Rik","NC_000068.8",150142169,150204705,"-",21977,0.485609868289162,4.73845640251407,4.21473995737668,0.0653511651490752,0.337141217856445,22.3408247393706,26.2273134190215,16.8847022817684,35.0655949155666,25.4685291212739,28.7403754704888
"3300005D01Rik","NC_000083.7",5848932,5853515,"+",1281,-0.615322228765625,5.41544715623623,11.1081975479032,0.00692420645549187,0.117526978510488,47.7480371880665,46.0577211260866,54.8752824157474,33.8769306811406,27.1116600323239,36.4044755959525
"4632415L05Rik","NC_000069.7",19949035,19953148,"+",4114,-0.186443194249912,3.18879344005595,0.308530434535057,0.59003804660875,0.83935328528111,7.00888619274371,8.95566799673906,9.28658625497264,7.72631752376892,5.75095818867476,8.62211264114664
"4833420G17Rik","NC_000079.7",119599295,119622656,"+",3341,0.382769691890677,3.80850432310827,1.54432778180946,0.24053109873321,0.587421860863688,7.88499696683667,12.1541208527173,13.929879382459,13.6696386958989,18.0744400215492,12.4541627038785
"4833439L19Rik","NC_000079.7",54699031,54713195,"-",4185,0.0567348532413617,5.36675683836446,0.0640176024904741,0.805049683609984,0.934187087991514,27.5974893839284,44.7783399836953,46.010813717819,38.6315876188446,39.4351418651983,45.0265882370991
"4921524J17Rik","NC_000074.7",86135388,86159470,"-",1595,-0.301905746642704,4.33462104128497,1.43944403338108,0.256125972646973,0.604161051947866,18.3983262559522,18.5510265646738,24.9049358656084,14.2639708131118,19.7175709325992,17.2442252822933
"4930447F24Rik","NC_000075.7",108010917,108015766,"+",1414,0.0855717832843237,4.19197912519993,0.126059357970293,0.729454131481569,0.903074054130953,14.4558277725339,17.2716454222825,18.1510549529011,15.4526350475378,18.8960054770742,19.1602503136592
"4930453N24Rik","NC_000082.7",64583267,64592735,"-",5965,-0.273813797877463,3.76091009519517,0.228722651204712,0.64210193788384,0.864124388813016,3.06638770932537,16.6319548510868,21.1058778522105,11.8866423442599,14.7881781994494,5.74807509409776
"4930502C15Rik","NC_000072.7",38714451,38786750,"+",38992,0.163129218235173,4.82890037078596,0.588870101722189,0.459454774686606,0.760301990853506,27.5974893839284,21.1097888494564,27.8597587649179,24.9619489229457,32.0410527654736,30.6564005018547
"4930503L19Rik","NC_000084.7",70585281,70605935,"-",3882,0.232812307800402,2.8226977739029,0.155000510334877,0.701567908276042,0.891387111048292,3.06638770932537,1.91907171358694,10.5529389261053,8.32064964098191,6.57252364419972,3.83205006273184
"4930523C07Rik","NC_000067.7",159871950,159906157,"+",5391,0.42935408783005,3.32294742211035,1.50970173542499,0.245558461626787,0.592674690075077,5.69472003160426,6.39690571195647,10.5529389261053,10.6979781098339,11.5019163773495,8.62211264114664
"4930524J08Rik","NC_000071.7",100126794,100127525,"+",648,-0.596213543711031,4.38247223065919,4.73477443080877,0.0529057953506355,0.304812079251829,28.9116555450678,18.5510265646738,21.5279954092547,11.8866423442599,18.0744400215492,17.2442252822933
"4930579G24Rik","NC_000069.7",79536386,79540127,"+",1970,-0.104011025631205,4.60126482563324,0.152995340963441,0.703365870383679,0.891442900184889,18.3983262559522,22.3891699918477,30.3924641071832,19.0186277508158,27.9332254878488,20.1182628293422
"4931406C07Rik","NC_000075.7",15194633,15217836,"-",3181,-0.166779378874684,3.57712917727741,0.263507559113131,0.618164153826835,0.8534097220068,9.19916312797612,9.59535856793471,14.7741144965474,10.6979781098339,11.5019163773495,7.66410012546368
"4931414P19Rik","NC_000080.7",54821119,54843389,"-",6037,-0.0377783292902039,3.06859288817712,0.0107117355832882,0.919488419337749,0.973767250604854,6.13277541865075,8.95566799673906,7.17599846975158,7.13198540655592,9.03722001077462,4.7900625784148
"4933412E12Rik","NC_000076.7",116786467,116799184,"+",1724,0.213098296453025,4.24048199461966,0.707329294152675,0.418733588999807,0.73333464768896,17.0841600948128,14.0731925663042,18.1510549529011,23.7732846885197,16.4313091104993,16.2862127666103
"4933421O10Rik","NC_000070.7",33027139,33031323,"-",3850,-0.488312831901994,3.7504458961036,2.47172751206717,0.145019127432452,0.48060431465507,17.5222154818593,10.2350491391304,13.929879382459,11.2923102270469,10.6803509218245,7.66410012546368
"4933427D14Rik","NC_000077.7",72044755,72098308,"-",5567,0.143596108134593,3.65780578574546,0.239789778288677,0.634249672762181,0.859976456648802,9.6372185150226,13.4335019951086,10.1308213690611,10.1036459926209,12.3234818328745,14.3701877352444
"4933434E20Rik","NC_000069.7",89958941,89969754,"+",1842,0.141112658310086,5.2583746640081,0.313266726636918,0.587206729526683,0.837705120997794,29.3497109321143,29.4257662749998,46.4329312748632,33.2825985639276,50.9370582425478,33.5304380489036
"4933439C10Rik","NC_000077.7",59396479,59402211,"+",2583,0.536337563413041,4.54264424880208,3.30217387712974,0.0972710313366826,0.404630255241412,12.2655508373015,26.8670039902172,17.3068198388126,27.9336095090107,29.5763563988987,21.0762753450251
"5031425E22Rik","NC_000071.7",23587300,23638334,"-",4542,-0.0266297393776095,4.55945358769121,0.0106365359822931,0.919764599596069,0.973879748035859,20.5886031911846,20.4700982782607,26.5934060937853,25.5562810401587,25.4685291212739,14.3701877352444
"5031439G07Rik","NC_000081.7",84828137,84872503,"-",7241,-0.190531422384014,6.54649303804866,1.59287493253174,0.233728042437922,0.580068416040624,110.389957535713,93.3948233945645,90.3331572074611,77.2631752376892,94.480027385371,87.1791389271493
"5033421B08Rik","NC_000078.7",8561224,8638094,"+",3683,-0.161356818456426,4.26714100313281,0.209626092501082,0.656219893098255,0.86887668054001,12.703606224348,15.9922642798912,27.8597587649179,19.0186277508158,20.5391363881241,10.5381376725126
"5430400D12Rik","NC_000073.7",79570378,79576025,"+",5539,0.769380496568241,3.23883488910532,4.99933824508566,0.0477227623363586,0.292005459725986,5.69472003160426,6.39690571195647,6.75388091270737,7.72631752376892,13.9666127439244,11.4961501881955
"5430416N02Rik","NC_000071.7",100568701,100577394,"-",626,-0.690148657856273,4.69990494686253,7.08913096645295,0.0225632073162636,0.206338895892207,29.7877663191608,26.2273134190215,34.1915221205811,24.3676168057327,12.3234818328745,18.2022377979762
"5530601H04Rik","NC_000086.8",104084460,104113730,"-",3732,-0.015396992858542,3.248423611606,0.00144419019066959,0.970386877570889,0.991886690446659,10.5133292891156,6.39690571195647,7.59811602679579,4.75465693770395,8.21565455524965,13.4121752195614
"5730409E04Rik","NC_000070.7",126503638,126508164,"+",2864,0.0704937221675765,4.91388240225637,0.0870461243358013,0.773612147717937,0.920927749482407,36.7966525119045,26.8670039902172,21.1058778522105,29.1222737434367,29.5763563988987,30.6564005018547
"5730455P16Rik","NC_000077.7",80251318,80268841,"-",4644,0.471428157870721,4.30895014478582,3.59871695292502,0.0851272926968901,0.381805929394848,16.6461047077663,12.1541208527173,18.1510549529011,24.9619489229457,22.1822672991741,18.2022377979762
"5830417I10Rik","NC_000069.7",88684364,88736678,"+",9833,0.108986519195657,6.19212860870803,0.407200234738398,0.536809687199194,0.807719942309983,65.7083080569723,76.123177972282,67.1166915700295,87.36682123031,75.5840219082968,59.3967759723435
"5930430L01Rik","NC_000071.7",148926866,148932025,"-",3986,-0.0223923250061515,3.98217899689954,0.0054097549809843,0.942725079368629,0.981586577778396,10.0752739020691,16.6319548510868,17.7289373958569,14.8583029303248,11.5019163773495,17.2442252822933
"6030458C11Rik","NC_000081.7",12806012,12824766,"-",10158,0.0952878369192234,4.80252056073591,0.117138207237205,0.738787399384719,0.907948579937691,19.7124924170917,21.1097888494564,35.8799923487579,24.3676168057327,25.4685291212739,34.4884505645866
"6330549D23Rik","NC_000069.7",96513978,96537135,"-",2828,0.199939756460809,3.09206402517678,0.234296024567818,0.638136336045075,0.861910706367238,5.25666464455778,5.75721514076082,9.28658625497264,6.53765328934293,5.75095818867476,12.4541627038785
"6430548M08Rik","NC_000074.7",120840891,120892046,"+",6381,0.357936004001458,4.22777404004263,1.98757271107465,0.18699846251968,0.530695675737953,14.4558277725339,17.9113359934781,14.7741144965474,22.5846204540938,14.7881781994494,22.0342878607081
"6820431F20Rik","NC_000074.7",20143848,20172994,"+",4659,0.10834423665042,6.09294930997267,0.147697903715502,0.708271930720079,0.894360466591303,34.6063755766721,73.5644156874994,86.111981637019,63.5935365417903,73.1193255417219,72.8089511919049
"8030431J09Rik","NC_000068.8",103398987,103457495,"+",58091,0.439463504823873,3.55328236709799,2.4040484519434,0.150098835277916,0.488104548506518,10.5133292891156,7.67628685434777,8.86446869792843,12.4809744614729,13.1450472883994,11.4961501881955
"9030607L20Rik","NC_000068.8",154518458,154528662,"+",8736,0.48391286234252,3.02489621110175,1.70350738301548,0.219272815943973,0.565460625739554,7.88499696683667,5.11752456956518,4.64329312748632,9.5093138754079,6.57252364419972,8.62211264114664
"9130002K18Rik","NC_000081.7",35771020,35792178,"+",21159,0.24978629084234,3.2541344136537,0.634799196088506,0.442949891072755,0.749788351601182,7.88499696683667,7.03659628315212,8.02023358384,7.72631752376892,9.85878546629958,10.5381376725126
"9130401M01Rik","NC_000081.7",57885666,57897690,"-",1309,-0.0930165229208323,6.53433890028793,0.474778356368922,0.505461687642659,0.789593253665525,89.3632989574823,101.710800820108,92.4437449926822,86.7724891130971,89.5506346522212,89.0951639585153
