name,control_1,control_2,control_3,knockdown_1,knockdown_2,knockdown_3,knockdown_4
1700024N05Rik,0,0,0,1,0,0,0
Or2a52,0,0,0,0,0,0,0
Or2a7,0,0,0,0,0,0,0
Gm57748,0,0,0,0,0,0,0
Or2a51,0,0,0,0,0,0,0
Or2a20,0,0,0,0,0,0,0
Or2a57,0,0,0,0,0,0,0
Arhgef5,126,59,68,142,130,160,192
Nobox,0,0,0,0,0,0,0
Tpk1,5,4,14,16,6,12,7
Gm35113,1,0,1,6,1,5,0
Gm38800,0,0,0,0,0,0,0
9430018G01Rik,3,0,0,3,4,4,2
Gm46984,0,0,0,0,0,0,0
Gm35163,0,0,0,0,0,0,0
Gm22939,0,0,0,0,0,0,0
Gm35216,0,0,0,0,0,0,0
Cntnap2,0,0,1,0,0,0,2
Gm25161,0,0,0,0,0,0,0
Gm35931,0,0,0,0,0,0,0
Gm38801,0,0,0,0,0,0,0
Gm35875,0,0,0,0,0,0,0
Gm53328,0,0,0,0,0,0,0
Gm35280,0,0,0,5,0,0,3
Gm53327,0,0,0,0,0,1,0
Cul1,325,161,336,273,192,464,339
Ezh2,58,57,89,126,49,163,141
F830010H11Rik,0,0,1,0,0,0,1
Gm40371,0,0,0,0,0,0,0
Gm40369,0,0,0,0,3,5,0
Rn4.5s,0,0,0,0,0,0,0
Gm53329,0,0,0,0,0,0,0
Gm40367,0,0,0,0,0,0,0
Gm53330,0,0,0,0,0,0,0
Gm40365,0,1,1,0,0,0,0
Gm36327,0,0,2,0,0,0,0
Gm40364,0,0,0,0,0,0,0
Gm40363,0,0,0,0,0,0,0
Gm52861,6,8,21,0,4,6,2
Rny3,0,1,0,0,2,1,1
Rny1,0,0,2,0,0,1,0
Pdia4,420,413,436,311,211,593,520
Mir704,0,0,0,0,0,0,0
Zfp786,1,0,3,3,2,6,10
Zfp398,26,31,23,32,24,57,55
Zfp282,67,63,75,64,39,79,104
Zfp212,44,27,39,42,30,30,41
Gm52899,0,0,0,2,0,1,0
Zfp783,30,18,36,32,11,21,27
Zfp956,37,19,34,24,16,35,37
n-TCgca57,0,0,0,0,0,1,0
Zfp777,123,110,150,111,69,170,128
Zfp746,75,51,93,52,42,90,84
Gm30435,0,0,0,0,0,0,0
Gm16630,0,0,0,0,0,0,0
n-TCgca37,0,0,0,0,0,0,0
n-TCgca10,0,0,0,0,0,0,0
n-TCgca4,0,0,0,0,0,0,0
n-TCgca13,0,0,0,0,0,0,0
n-TCgca36,0,0,0,0,0,0,0
n-TCgca38,0,0,0,0,0,0,0
n-TCgca35,0,0,0,0,0,0,0
n-TCgca39,0,0,0,0,0,0,0
n-TCgca40,0,0,0,0,0,0,0
n-TCgca8,0,0,0,0,0,0,0
n-TCgca41,0,0,0,0,0,0,0
n-TCgca1,0,0,0,0,0,0,0
n-TCgca34,0,0,0,0,0,0,0
n-TCgca49,0,0,0,0,0,0,0
Gm38802,0,0,0,0,0,0,0
n-TCgca33,0,0,0,0,0,0,0
n-TCgca48,0,0,0,0,0,0,0
n-TCgca32,0,0,0,0,0,0,0
n-TCgca31,0,0,0,0,0,0,0
n-TCgca15,0,0,0,0,0,0,0
n-TCgca30,0,0,0,0,0,0,0
n-TCgca29,0,0,0,0,0,0,0
n-TCgca42,0,0,0,0,0,0,0
n-TCgca43,0,0,0,0,0,0,0
Gm30362,0,0,0,0,0,0,0
n-TCgca28,0,0,0,0,0,0,0
n-TCgca12,0,0,0,0,0,0,0
Gm22122,0,0,0,0,0,0,0
n-TCgca50,0,0,0,0,0,0,0
n-Tcgca44,0,0,0,0,0,0,0
n-TCgca27,0,0,0,0,0,0,0
n-TCgca6,0,0,0,0,0,0,0
n-TCgca17,0,0,0,0,0,0,0
n-TCgca7,0,0,0,0,0,0,0
n-TCgca16,0,0,0,0,0,0,0
n-TCgca26,0,0,0,0,0,0,0
n-TCgca9,0,0,0,0,0,0,0
n-TCgca25,0,0,0,0,0,0,0
n-TCgca45,0,0,0,0,0,0,0
n-TCgca24,0,0,0,0,0,0,0
n-TCgca23,0,0,0,0,0,0,0
n-TCgca22,0,0,0,0,0,0,0
n-TCgca14,0,0,0,0,0,0,0
n-TCgca5,0,0,0,0,0,0,0
n-TCgca21,0,0,0,0,0,0,0
n-TCgca20,0,0,0,0,0,0,0
n-TCgca46,0,0,0,0,0,0,0
n-TCgca11,0,0,0,0,0,0,0
n-TCgca19,0,0,0,0,0,0,0
Krba1,51,28,52,42,36,50,54
Gm38803,0,0,0,0,0,0,2
Zfp467,92,41,51,60,54,121,81
Gm57777,2,0,3,2,4,3,2
Sspo,1,1,4,4,5,7,8
Zfp862-ps,25,17,29,39,26,30,36
1700026J14Rik,0,0,0,0,0,0,0
Atp6v0e2,57,17,31,35,18,56,20
Lrrc61,42,22,52,37,21,43,46
Rarres2,92,50,110,45,30,92,41
Gm5111,0,0,0,0,0,0,0
Repin1,18,16,19,9,18,12,14
Zfp775,8,12,17,21,7,13,15
Gm38804,0,0,0,0,1,0,0
AI854703,7,5,15,3,2,3,3
Gimap8,0,1,0,0,0,0,0
Gm44262,0,0,0,0,0,0,0
Gm46958,0,0,0,0,0,0,0
Gimap9,11,19,15,11,8,25,24
Gimap4,3,1,1,1,0,2,0
Gimap6,31,18,44,7,4,24,11
Gimap7,0,1,0,0,0,0,0
Gimap1,1,0,0,1,0,0,0
Gimap5,0,1,0,0,0,0,0
Gimap3,0,0,0,2,0,1,0
Gm30714,0,0,0,0,0,0,0
Gm30781,0,0,0,0,0,0,0
Tmem176b,6400,4586,5854,4328,3004,9684,4743
Tmem176a,3768,3033,3703,3248,1360,7083,3264
Gm44764,14,7,10,13,5,5,3
Gm7932,9,16,12,14,2,12,16
Aoc1,140,172,180,185,49,200,189
Aoc1l2,0,0,0,0,0,0,0
Gm24348,0,0,0,0,0,0,0
Gm10242,0,0,0,0,0,0,0
Aoc1l1,0,0,0,0,0,0,0
4930563H07Rik,0,0,0,0,0,0,0
Aoc1l3,0,0,0,0,0,0,0
Gm52881,0,0,0,0,0,0,0
Gpnmb,493,127,349,76,143,305,79
Malsu1,259,137,309,177,157,285,194
Igf2bp3,18,3,18,6,10,14,17
D030074P21Rik,1,0,0,0,0,0,0
Tra2a,92,94,283,123,120,281,137
Ccdc126,41,29,54,31,23,53,33
Fam221a,5,8,8,5,7,8,7
Stk31,1,0,0,0,0,0,0
Gm5305,0,0,0,0,0,0,0
Gm31226,0,0,0,0,0,0,0
Npy,32,35,46,62,36,69,86
Gm38805,2,1,1,1,0,1,0
Pals2,860,489,593,783,428,1006,793
Gsdme,150,62,102,109,68,159,120
Osbpl3,35,35,49,69,25,96,62
Gm52900,0,0,0,0,0,0,0
Gm40372,0,0,1,0,0,0,0
Gm53324,0,0,0,0,0,0,0
Gm26289,0,0,0,0,0,0,0
Gm38806,0,0,0,0,0,0,0
Cycs,61,44,76,58,29,79,56
5430402O13Rik,2,2,1,0,0,0,0
Mir6371,0,0,0,0,0,0,0
Spmip4,1,1,0,0,0,0,1
Gm38807,0,0,0,0,0,0,0
Npvf,0,0,0,0,0,0,1
Gm38808,0,0,0,0,0,0,0
C530044C16Rik,1,1,0,2,0,1,0
Gm31455,0,0,0,0,0,0,0
Gm45922,0,0,0,0,0,0,0
Gm31631,0,0,0,0,0,0,0
Gm31579,0,0,0,0,0,0,0
Gm31686,0,0,0,0,0,0,0
Gm38809,0,0,0,0,0,0,0
Gm46959,0,0,0,1,1,0,0
Gm31746,0,0,0,0,0,0,0
Gm32190,0,0,0,0,0,0,0
Gm32328,3,0,0,0,2,1,0
Gm32246,0,0,0,0,0,0,0
Gm38810,0,0,0,0,0,0,0
Gm52901,0,0,3,0,0,0,0
Gm32403,1,2,1,6,2,4,9
Gm38821,0,2,0,0,0,0,0
Mir148a,0,0,0,0,0,0,0
Gm32479,0,0,0,0,0,0,0
Gm6559,0,0,0,1,4,0,3
Nfe2l3,15,16,8,44,24,98,31
Hnrnpa2b1,1277,1029,1631,1603,736,2018,1648
Cbx3,62,60,83,132,41,99,71
Snx10,45,18,44,30,12,27,17
Gm52883,0,0,0,0,1,0,0
Gm53331,1,3,2,1,0,1,0
Gm38811,0,0,0,0,0,0,0
Skap2,229,117,235,193,127,426,241
Halr1,0,0,0,1,3,1,1
Hoxa1,8,2,9,9,4,10,6
Hotairm2,0,0,2,1,1,0,0
Hotairm1,105,80,121,90,64,138,79
Hoxa2,53,37,49,32,32,81,32
Hoxaas2,5,3,8,3,7,2,3
Hoxa3,12,10,11,7,2,15,8
Gm15050,37,18,52,30,32,57,35
Gm57749,27,19,37,26,16,48,36
5730596B20Rik,0,0,0,0,0,0,0
Hoxa4,105,70,92,99,53,192,97
Hoxaas3,4,3,3,2,1,4,1
Hoxa5,539,276,465,331,222,766,385
Hoxa6,8,5,5,7,4,9,7
Hoxa7,69,17,25,100,99,84,116
Mira,0,0,0,0,0,0,0
Gm57855,0,0,0,0,0,0,0
Hoxa9,0,0,0,2,0,0,1
Gm52902,0,0,1,1,0,1,0
Mir196b,0,0,0,0,0,0,0
Hoxa10,0,3,6,28,2,7,24
Hoxa11,1,1,4,9,2,3,20
Hoxa11os,2,1,7,9,3,3,35
Hoxa13,0,0,0,0,0,0,0
Hottip,0,0,0,0,0,0,0
Evx1os,0,0,0,0,0,0,0
Evx1,0,0,0,0,0,0,0
1700094M24Rik,0,0,0,0,0,0,0
Hibadh,376,217,403,320,107,524,338
Gm33047,0,0,0,0,0,0,0
Gm24355,0,0,0,0,0,0,1
Gm52884,0,0,0,0,0,0,0
Tax1bp1,613,367,684,504,279,857,528
Jazf1,15,21,27,12,12,26,14
Gm52904,1,1,2,0,1,0,0
Gm52903,0,0,0,0,0,0,0
Gm33219,1,0,1,0,0,0,0
Gm15573,0,1,1,2,0,0,0
Gm33097,2,0,1,0,1,0,1
Gm57757,0,0,0,0,0,0,0
Gm4872,0,0,0,0,0,0,0
Gm33348,0,0,0,0,0,0,0
Creb5,115,89,203,57,37,182,90
Gm25818,3,4,4,0,1,3,1
Gm38815,1,0,0,0,0,0,1
Gm38814,0,0,0,0,1,0,0
Gm33392,3,1,1,2,1,1,1
Gm57762,0,0,0,0,0,0,0
Tril,85,82,132,39,31,82,43
Gm16499,0,0,0,0,0,0,0
Gm22910,0,0,0,0,0,0,0
Cpvl,0,0,0,0,0,0,1
Gm33716,0,0,0,0,0,0,0
4921529L05Rik,0,0,0,0,0,0,0
Chn2,21,7,7,10,15,39,33
9530036M11Rik,1,0,0,2,0,0,1
Gm15526,1,0,1,0,0,0,1
Gm15527,2,1,0,0,0,0,2
9130019P16Rik,2,0,0,2,0,2,1
Prr15,39,6,9,8,10,26,26
Gm34169,0,0,0,0,0,0,0
Wipf3,37,13,15,19,13,19,17
Gm44026,3,5,5,2,1,0,0
Scrn1,291,141,260,117,111,300,114
Gm52863,0,0,0,0,0,0,0
Fkbp14,222,230,427,182,114,406,226
Plekha8,14,18,24,13,13,30,17
Gm34249,1,1,2,0,0,0,0
Mturn,45,25,77,26,16,37,29
Gm44008,1,5,12,0,5,3,5
Znrf2,59,42,78,69,27,94,74
Nod1,387,264,304,218,334,430,318
Gm24230,0,0,0,0,0,0,0
Ggct,122,75,95,93,64,178,137
Gm38539,0,0,2,0,0,0,0
Gars1,530,596,756,631,400,1088,817
Crhr2,0,0,2,0,0,1,0
Gm34358,0,0,0,0,0,0,0
Inmt,55,12,197,28,30,27,16
Mindy4,36,34,39,31,30,57,54
Gm38819,0,0,0,1,0,2,1
Aqp1,135,132,97,95,110,198,121
Ghrhr,0,0,0,0,0,0,0
6430584L05Rik,6,3,2,3,3,5,8
Adcyap1r1,190,196,241,214,221,569,359
Gm34441,0,0,0,0,0,0,0
Neurod6,0,0,0,0,0,0,0
Gm3279,0,0,0,0,0,0,0
Gm38820,0,0,0,0,0,0,0
Itprid1,0,1,0,0,0,0,0
Ppp1r17,0,0,0,0,0,1,0
Pde1c,13,7,9,9,21,35,21
Gm34753,0,3,0,5,3,1,6
Gm24709,0,0,0,0,0,0,0
Gm22493,0,0,0,0,0,0,0
Lsm5,5,4,5,3,1,4,0
Avl9,30,24,31,50,36,81,54
Kbtbd2,126,84,152,135,89,190,139
Gm10209,0,1,1,1,0,1,3
Fkbp9,1427,1449,1595,864,547,2154,1093
Nt5c3,120,54,122,134,70,230,206
Gm53332,0,0,0,0,0,0,0
Vmn1r4,0,0,0,1,1,0,0
Vmn1r5,0,0,0,0,0,0,0
Vmn1r6,0,0,0,0,0,0,0
Vmn1r7,0,0,0,0,0,0,0
Vmn1r8,0,0,0,0,0,0,0
Vmn1r9,0,0,0,0,0,0,0
Vmn1r10,0,0,0,0,0,0,0
Vmn1r11,0,0,0,0,0,0,0
Vmn1r12,0,0,0,0,0,0,0
Vmn1r13,0,0,0,0,0,0,0
Vmn1r14,0,0,0,0,0,0,0
Vmn1r15,0,0,0,0,0,0,0
Vmn1r16,0,0,0,0,0,0,0
Vmn1r17,0,0,0,0,0,0,0
Vmn1r18,0,0,0,0,0,0,0
Vmn1r19,0,0,0,0,0,0,0
Vmn1r20,0,0,0,0,0,0,0
4930533I22Rik,1,0,0,0,0,0,0
Gm50628,0,0,0,0,0,0,0
Ppm1k,11,10,24,12,11,25,19
Herc6,65,20,68,22,28,60,29
Pyurf,121,92,172,143,82,250,179
Lancl2,26,22,41,33,20,50,29
Vopp1,107,95,99,58,53,140,72
Vmn1r21,0,0,0,0,0,0,0
Gm25726,0,0,0,0,0,0,0
Vmn1r22,0,0,0,0,0,0,0
Vmn1r23,0,0,0,0,0,0,0
Vmn1r24,0,0,0,0,0,0,0
Vmn1r25,0,0,0,0,0,0,0
Vmn1r26,0,0,0,0,0,0,0
Vmn1r27,0,0,0,0,0,0,0
Vmn1r28,0,0,0,0,0,0,0
Vmn1r29,0,0,0,0,0,0,0
Vmn1r30,0,0,0,0,0,0,0
Vmn1r31,0,0,0,0,0,0,0
Gm35077,0,0,0,0,0,0,0
Gm45943,0,0,0,0,0,0,0
Abcg2,32,24,66,81,34,95,68
Gm38822,0,0,0,0,0,0,0
Herc3,11,9,12,12,7,27,22
Nap1l5,4,4,5,8,5,24,12
Fam13a,21,3,10,3,3,8,4
8430415O14Rik,0,0,0,0,0,0,0
Gm22367,0,0,0,0,0,0,0
Tigd2,59,34,79,57,57,114,92
Gprin3,5,1,11,7,9,12,13
Gm35195,0,0,0,0,0,0,0
Gm22622,0,0,0,0,0,0,0
Gm22723,0,0,0,0,0,0,0
Gm5570,0,0,0,0,0,0,0
n-R5s162,0,0,0,0,0,0,0
Gm35335,0,0,0,0,0,0,0
A530053G22Rik,0,0,1,0,0,0,0
Gm38823,0,0,0,0,0,0,0
Gm35386,0,0,0,0,0,0,0
Snca,0,0,0,0,0,0,0
Mmrn1,0,0,0,0,0,0,0
A730020E08Rik,0,0,0,0,0,0,0
Ccser1,0,3,0,0,1,1,2
Gm22212,0,0,0,0,0,0,0
Gm46990,0,0,0,0,0,0,0
Grid2,0,0,0,0,0,0,0
Gm20144,0,0,0,0,0,0,0
Gm25205,0,0,0,0,0,0,0
Gm35851,0,0,0,0,0,0,0
Atoh1,0,0,0,0,0,0,0
Smarcad1,43,47,79,86,50,113,63
Hpgds,1,0,4,1,0,0,0
LOC118567430,0,0,0,0,0,0,0
Gm44419,0,1,1,1,0,3,0
Gm20177,0,0,0,1,0,0,0
Qrfprl,0,0,0,0,0,0,0
Gm50629,0,0,0,0,0,0,0
Tnip3,1,1,2,5,1,9,2
Gm36144,0,0,0,0,0,0,0
Ndnf,48,39,94,38,29,104,56
Prdm5,151,117,249,141,93,228,140
4930544G11Rik,0,0,0,0,0,0,0
Gm23625,0,0,0,0,0,0,0
Gm36408,0,0,0,0,0,0,0
Gm31520,1,1,0,0,0,1,0
Gm38824,0,0,0,0,0,0,0
2610300M13Rik,5,0,6,0,0,3,0
Gm57754,0,0,0,0,0,0,0
Gm19764,0,0,0,0,0,0,0
Mad2l1,18,39,38,50,17,89,54
Vmn1r32,0,0,0,0,0,0,0
Vmn1r33,0,0,0,0,0,0,0
Vmn1r34,0,0,0,0,0,0,0
Vmn1r35,0,0,0,0,0,0,0
Gm6794,1,2,4,3,2,7,1
Vmn1r36,0,0,0,0,0,0,0
Vmn1r37,0,0,0,0,0,1,0
Vmn1r38,0,0,0,0,0,0,0
Vmn1r39,0,0,0,0,0,0,0
Gm36610,0,0,0,0,0,0,0
Gm9794,2955,1722,2683,2672,1941,4377,3614
4930597O21Rik,0,0,0,1,3,2,3
Gng12,658,564,936,563,333,1104,596
Gm36816,0,0,0,1,3,1,0
Gm53333,5,3,9,0,2,1,0
Gm25260,0,0,0,0,0,0,0
Gadd45a,271,129,274,192,130,256,148
E230016M11Rik,9,7,9,3,5,7,6
Gm29928,2,0,0,1,1,2,0
A430010J10Rik,0,0,0,0,1,0,0
Gm38825,2,1,4,1,1,1,1
Serbp1,2265,1996,2459,2955,1404,4059,3347
Il12rb2,4,0,3,2,1,5,1
Gm57761,0,0,0,0,0,0,0
Gm44083,0,0,0,0,0,0,0
Il23r,0,0,0,0,0,0,0
Tacstd2,0,0,0,0,0,0,0
Igkv2-137,0,0,0,0,0,0,0
4930515G16Rik,0,0,0,0,0,0,0
Igkv1-136,0,0,0,0,0,0,0
Igkv1-135,0,0,0,0,0,0,0
Igkv14-134-1,0,0,0,0,0,0,0
Gm38573,0,0,0,0,0,0,0
Igkv17-134,0,0,0,0,0,0,0
Igkv1-133,0,0,0,0,0,0,0
Igkv1-132,0,0,0,0,0,0,0
Igkv1-131,0,0,0,0,0,0,0
Igkv14-130,0,0,0,0,0,0,0
Gm22425,0,0,0,0,0,0,0
Gm24911,0,0,0,0,0,0,0
Igkv9-129,0,0,0,0,0,0,0
Igkv9-128,0,0,0,0,0,0,0
Igkv17-127,0,0,0,0,0,0,0
Igkv14-126-1,0,0,0,0,0,0,0
Igkv14-126,0,0,0,0,0,0,0
Gm25910,0,0,0,0,0,0,0
Igkv11-125,0,0,0,0,0,0,0
Igkv9-124,1,0,0,0,0,0,0
Igkv9-123,0,0,0,0,0,0,0
Igkv1-122,0,0,0,0,0,0,0
Igkv17-121,0,0,0,0,0,0,0
Igkv9-120,0,0,0,0,0,0,0
Igkv9-119,0,0,0,0,0,0,0
Igkv14-118-2,0,0,0,0,0,0,0
Igkv14-118-1,0,0,0,0,0,0,0
Igkv11-118,0,0,0,0,0,0,0
Igkv1-117,0,0,0,0,0,0,0
Igkv2-116,0,0,0,0,0,0,0
Igkv1-115,0,0,0,0,0,0,0
Igkv11-114,0,0,0,0,0,0,0
Igkv2-113,0,0,0,0,0,0,0
Igkv2-112,0,0,0,0,0,0,0
Igkv14-111,0,0,0,0,0,0,0
Gm25436,0,0,0,0,0,0,0
Igkv1-110,0,0,0,0,0,0,0
Igkv2-109,0,0,0,0,0,0,0
Igkv1-108,0,0,0,0,0,0,0
Igkv2-107,0,0,0,0,0,0,0
Igkv11-106,0,0,0,0,0,0,0
Igkv2-105,0,0,0,0,0,0,0
Igkv16-104,0,0,0,0,0,0,0
Igkv15-103,0,0,0,0,0,0,0
Igkv15-102,0,0,0,0,0,0,0
Igkv20-101-2,0,0,0,0,0,0,0
Igkv15-101-1,0,0,0,0,0,0,0
Igkv15-101,0,0,0,0,0,0,0
Igkv14-100,0,0,0,0,0,0,0
Gm25833,0,0,0,0,0,0,0
Igkv1-99,0,0,0,0,0,0,0
Igkv12-98,0,0,0,0,0,0,0
Igkv15-97,0,0,0,0,0,0,0
Igkv10-96,0,0,0,0,0,0,0
Igkv2-95-2,0,0,0,0,0,0,0
Igkv2-95-1,0,0,0,0,0,0,0
Igkv10-95,0,0,0,0,0,0,0
Igkv10-94,0,0,0,0,0,0,0
Igkv2-93-1,0,0,0,0,0,0,0
Igkv19-93,0,0,0,0,0,0,0
Igkv4-92,0,0,0,0,0,0,0
Igkv4-91,0,0,0,0,0,0,0
Igkv4-90,0,0,0,0,0,0,0
Igkv13-89-1,0,0,0,0,0,0,0
Igkv12-89,0,0,0,0,0,0,0
Igkv1-88,0,0,0,0,0,0,0
Gm53190,0,0,0,0,0,0,0
Igkv13-87,0,0,0,0,0,0,0
Igkv4-86,0,0,0,0,0,0,0
Igkv13-85,0,0,0,0,0,0,0
Igkv13-84,0,0,0,0,0,0,0
Igkv4-83,0,0,0,0,0,0,0
Igkv13-82,0,0,0,0,0,0,0
Igkv4-81,0,0,0,0,0,0,0
Igkv13-80-1,0,0,0,0,0,0,0
Igkv4-80,0,0,0,0,0,0,0
Igkv4-79,0,0,0,0,0,0,0
Igkv13-78-1,0,0,0,0,0,0,0
Igkv4-78,0,0,0,0,0,0,0
Igkv4-77,0,0,0,0,0,0,0
Igkv13-76,0,0,0,0,0,0,0
Igkv4-75,0,0,0,0,0,0,0
Igkv13-74-1,0,0,0,0,0,0,0
Igkv4-74,0,0,0,0,0,0,0
Igkv13-73-1,0,0,0,0,0,0,0
Igkv4-73,0,0,0,0,0,0,0
Igkv4-72,0,0,0,0,0,0,0
Igkv13-71-1,0,0,0,0,0,0,0
Igkv4-71,0,0,0,0,0,0,0
Igkv4-70,0,0,0,0,0,0,0
Igkv4-69,0,0,0,0,0,0,0
Igkv4-68,3,0,0,0,0,0,0
Igkv12-67,0,0,0,0,0,0,0
Rprl1,0,0,0,0,0,0,0
Igkv12-66,0,0,0,0,0,0,0
Igkv4-65,0,0,0,0,0,0,0
Igkv13-64,0,0,0,0,0,0,0
Igkv4-63,0,0,0,0,0,0,0
Igkv13-62-1,0,0,0,0,0,0,0
Igkv4-62,0,0,0,0,0,0,0
Igkv13-61-1,0,0,0,0,0,0,0
Igkv4-61,0,0,0,0,0,0,0
Igkv4-59,0,0,0,0,0,0,0
Igkv4-60,0,0,0,0,0,0,0
Igkv4-58,0,0,0,0,0,0,0
Igkv13-57-2,0,0,0,0,0,0,0
Igkv4-57-1,0,0,0,0,0,0,0
Igkv13-57-1,0,0,0,0,0,0,0
Igkv4-57,0,0,0,0,0,0,0
Igkv13-56-1,0,0,0,0,0,0,0
Igkv4-56,0,0,0,0,0,0,0
Igkv13-55-1,0,0,0,0,0,0,0
Igkv4-55,0,0,0,0,0,0,0
Igkv13-54-1,0,0,0,0,0,0,0
Igkv4-54,0,0,0,0,0,0,0
Igkv4-53,0,0,0,0,0,0,0
Igkv4-51,0,0,0,0,0,0,0
Igkv4-50,0,0,0,0,0,0,0
Igkv12-49,0,0,0,0,0,0,0
Igkv5-48,0,0,0,0,0,0,0
Igkv12-47,0,0,0,0,0,0,0
Igkv12-46,0,0,0,0,0,0,0
Igkv5-45,0,0,0,0,0,0,0
Igkv12-44,0,0,0,0,0,0,0
Igkv5-43,0,0,0,0,0,0,0
Igkv12-42,0,0,0,0,0,0,0
Igkv12-41,0,0,0,0,0,0,0
Igkv5-40-1,0,0,0,0,0,0,0
Igkv12-40,0,0,0,0,0,0,0
Igkv5-39,0,0,0,0,0,0,0
Igkv12-38,0,0,0,0,0,0,0
Igkv5-37,0,0,0,0,0,0,0
Igkv18-36,0,0,0,0,0,0,0
Igkv1-35,0,0,0,0,0,0,0
Igkv8-34,0,0,0,0,0,0,0
Igkv7-33,0,0,0,0,0,0,0
Igkv6-32,0,0,0,0,0,0,0
Igkv8-31,0,0,0,0,0,0,0
Igkv8-30,0,0,0,0,0,0,0
Igkv6-29,0,0,0,0,0,0,0
Igkv8-28,0,0,0,0,0,0,0
Igkv8-27,1,0,1,0,0,0,0
Igkv8-26,0,0,0,0,0,0,0
Igkv6-25,0,0,0,0,0,0,0
Igkv8-24,0,0,0,0,0,0,0
Gm46962,0,0,0,0,0,0,0
Igkv8-23-1,0,0,0,0,0,0,0
Igkv6-23,0,0,0,0,0,0,0
Igkv8-22,0,0,0,0,0,0,0
Igkv8-21,0,0,1,0,0,0,0
Igkv6-20,0,0,0,0,0,0,0
Igkv8-19,0,0,0,0,0,0,0
Igkv8-18,0,0,0,0,0,0,0
Igkv6-17,0,0,0,0,0,0,0
Igkv8-16,0,0,0,0,0,0,0
Igkv6-15,0,0,0,0,0,0,0
Igkv6-14,0,0,0,0,0,0,0
Igkv6-13,0,0,0,0,0,0,0
Igkv3-12-1,0,0,0,0,0,0,0
Igkv3-12,0,0,0,0,0,0,0
Igkv3-11,0,0,0,0,0,0,0
Igkv3-10,0,0,0,0,0,0,0
Igkv3-9,0,0,0,0,0,0,0
Igkv3-8,0,0,0,0,0,0,0
Igkv3-7,0,0,0,0,0,0,0
Igkv3-6,0,0,0,0,0,0,0
Igkv3-5,0,0,1,0,0,0,0
Igkv3-4,0,0,0,0,0,0,0
Igkv3-3,0,0,0,0,0,0,0
Igkv3-2,1,0,0,0,0,0,0
Igkv3-1,0,0,0,0,0,0,0
Gm46961,0,0,0,0,0,0,0
Gm57753,0,0,0,0,0,0,0
Igkj1,0,0,0,0,0,0,0
Igkj2,0,0,0,0,0,0,0
Igkj3,0,0,0,0,0,0,0
Igkj4,0,0,0,0,0,0,0
Igkj5,0,0,0,0,0,0,0
Igkc,679,90,717,4,4,179,40
Gm30211,0,0,0,0,0,0,0
Rpia,111,59,147,42,53,81,65
Gm30331,0,0,0,0,0,0,0
Eif2ak3,74,53,93,65,49,95,83
Gm23346,1,0,0,3,3,5,3
Spmip9,0,0,0,0,0,0,0
Foxi3,0,0,0,0,0,0,0
Gm57755,0,0,0,0,0,0,0
Gm23485,0,0,0,0,0,0,0
Gm38826,0,0,0,0,0,0,0
Rpl34-ps1,101,41,85,54,90,97,55
Thnsl2,81,64,86,57,46,120,78
Gm30391,0,0,0,0,0,0,0
Gm38827,0,0,0,0,0,0,0
Fabp1,0,0,0,0,0,0,0
Smyd1,2,0,0,2,1,1,0
Mir8112,0,0,0,0,0,0,0
Krcc1,224,148,274,184,87,363,200
Gm1070,0,1,1,0,0,0,0
Gm38828,0,0,0,0,0,0,0
Cd8b1,5,0,2,0,0,0,0
Cd8a,0,0,3,0,0,0,0
Rmnd5a,110,69,132,93,68,122,98
Gm30582,0,0,0,1,0,0,0
Rnf103,35,19,48,32,25,68,32
Chmp3,403,278,546,334,166,573,366
Kdm3a,90,57,109,123,93,156,105
Gm44768,0,1,1,2,2,0,5
Reep1,15,2,6,10,9,21,11
Mrpl35,88,66,102,64,64,149,95
Immt,305,271,290,346,144,451,320
Ptcd3,22,19,15,36,9,26,17
Snord94,0,0,0,0,0,0,0
Polr1a,125,102,116,95,54,146,139
Gm26628,0,0,0,1,0,0,0
9130221F21Rik,0,1,0,0,0,0,0
St3gal5,64,46,36,70,36,119,102
4933431G14Rik,0,0,0,0,0,0,0
Atoh8,249,272,251,133,75,378,191
Gm52906,0,0,0,0,0,0,0
Gm30782,0,0,0,0,0,0,0
Sftpb,0,0,0,0,0,0,0
Usp39,119,100,129,102,70,212,144
0610030E20Rik,75,33,58,48,20,89,47
Tmem150a,468,205,516,153,174,431,175
Rnf181,739,373,805,459,290,948,576
Vamp5,394,172,330,176,129,347,164
Gm52494,1,4,0,0,0,0,0
Vamp8,485,419,442,609,407,1067,660
Ggcx,357,275,374,202,163,398,234
Mat2a,1585,896,1664,838,597,2160,948
Particl,26,10,35,11,10,38,22
Sh2d6,30,15,26,8,2,26,7
Capg,1555,1274,1940,1542,912,2829,1797
Elmod3,112,97,98,73,41,156,49
Retsat,151,79,144,88,60,110,120
Tgoln1,427,278,558,285,219,656,375
Tcf7l1,814,374,763,358,265,868,465
Gm15401,1,0,0,1,0,2,3
Gm31391,3,2,0,5,0,2,0
Gm31249,1,7,1,2,0,0,2
Kcmf1,421,287,433,420,220,792,479
n-TSgct9,0,0,0,0,0,0,0
Tmsb10,1317,1424,2253,1215,808,2437,1295
Gm31547,0,0,0,0,0,0,0
Gm20560,0,1,1,0,0,1,0
Dnah6,1,0,3,2,0,5,1
Gm53334,0,0,0,0,0,0,0
