"Gene","Chr","Start","End","Strand","Length","logFC","logCPM","F","PValue","FDR","control_1","control_2","control_3","knockdown_1","knockdown_2","knockdown_3"
"1500011B03Rik","NC_000071.7",114946257,114952037,"-",1739,0.14854797499376,3.17548498131964,0.334342517641764,0.575131539495083,0.825818621695991,3.49474504736878,2.98215875046476,2.74045162029011,3.25893908153402,3.3252134846271,3.12338929597895
"1500015A07Rik","NC_000084.7",61859461,61861325,"+",1865,0.0541900365805729,2.06367250858192,0.0207406957563877,0.888178499444282,0.960885122929945,2.38923070284366,1.67903314936563,2.00067616662666,2.49191803128121,1.56274104832423,2.02887820960346
"1500026H17Rik","NC_000076.7",89522225,89536728,"+",3035,0.494233273564351,2.15100805135351,1.73179526562288,0.215819586712833,0.562311389304591,1.87371322506317,1.46182044596844,2.34319264003948,2.08134159948079,2.77696558888671,2.02887820960346
"1600012H06Rik","NC_000083.7",15163446,15166201,"+",2756,0.0959137262067367,5.12065362833556,0.138502145363687,0.71706929429032,0.895107414538349,4.39088175069293,4.99308418618129,5.59206984783444,5.20841267730225,5.07322997341212,5.21831175625244
"1600014C10Rik","NC_000073.7",37882642,37896992,"+",3453,0.0116467252901336,2.78137978920861,0.00160433271616144,0.96879082485764,0.991043163131681,2.76825054209731,2.80869913062234,2.74045162029011,2.23156192092153,3.09766450340868,2.93452949507855
"1600020E01Rik","NC_000072.7",86504312,86541431,"+",681,-0.261597476229647,3.97805677218199,2.08863751008887,0.177157907109461,0.529155406295326,4.13493611920612,4.05566420904507,4.09915903911807,3.73206443733977,3.82441059659312,3.98574784785792
"1700007L15Rik","NC_000082.7",33200224,33201106,"-",747,-0.471566018408007,2.79754753559599,1.80526136569185,0.20700049461498,0.554831269443569,2.52693445426876,3.57650478091466,2.5554527502089,2.30118652876018,2.67052286793163,2.71716870995527
"1700008J07Rik","NC_000073.7",127109610,127112041,"-",2432,0.452099564937656,2.01921162802348,1.12469424131014,0.312390097439869,0.655409020978783,1.23453295777507,1.95363631554836,2.09422497246909,1.50526006255554,2.72472568010465,2.1496800123419
"1700017B05Rik","NC_000075.7",57159605,57169882,"-",6115,0.051123571565694,5.32701399843715,0.110212268965883,0.746340365186264,0.90651894142898,5.29802900623089,5.16491294158538,5.43106478524301,5.31323911965368,5.2591748979359,5.48261257046314
"1700018A04Rik","NC_000079.7",31749475,31766496,"-",714,0.603039767982898,1.69294268558353,2.31071968515177,0.157681311352772,0.50537225961865,0.870561070447464,1.57451089555163,1.67698912642695,1.61869267375825,2.22044522626453,1.89702919456543
"1700025G04Rik","NC_000067.7",151760275,151967941,"-",11114,1.3144926753125,3.26942823401353,23.0906822612043,0.000600547659314884,0.0826487468232995,2.06675183851924,2.55767628963025,2.85179480174196,3.75705758265082,3.49076672401328,4.04924353062138
"1700030C10Rik","NC_000078.7",20854390,20865780,"-",1727,0.556584411691583,3.0076358008832,5.5457026675221,0.0388500367103264,0.310686862918493,2.76825054209731,2.50176993069097,2.90440142713285,3.18719316423345,3.35987887346571,3.18122132528013
"1700030K09Rik","NC_000074.7",73197724,73214385,"+",2703,-0.516585481182323,3.11028379010485,2.24397454641372,0.163167858182925,0.513294625336225,3.59210900733961,3.0616469359772,3.30741377857489,2.15840608504692,3.45914109814435,2.5516320406801
"1700037C18Rik","NC_000082.7",3723662,3726553,"-",1097,-0.609414363481823,2.15479025973544,3.25080828307776,0.0997468673526187,0.4344044244039,2.52693445426876,2.31974367503865,2.34319264003948,1.61869267375825,2.29399398510588,1.40881848446701
"1700056E22Rik","NC_000067.7",183765229,183766195,"-",967,-0.24071022095025,2.63613640608651,0.799978228744767,0.390864165117125,0.714313226525976,2.87528672344048,2.76186763734438,2.5554527502089,2.23156192092153,2.61420386244963,2.71716870995527
"1700066M21Rik","NC_000067.7",57416755,57424587,"+",4239,0.390176714409047,2.08898213385504,0.712088362751166,0.417315730520045,0.730850525911066,0.64711639856469,2.03466788228873,2.48811059456933,2.60636380966635,1.88181564207747,2.1496800123419
"1700086O06Rik","NC_000084.7",38371458,38383618,"-",1931,0.101527371234959,1.9466339344649,0.0646218066115623,0.804181095432899,0.93026304544757,1.65079592266726,2.25358008780342,1.67698912642695,1.50526006255554,2.49450750174586,1.75190720512167
"1700096K18Rik","NC_000071.7",25735016,25736464,"+",1449,0.325221522645879,2.51782220551798,1.165987016451,0.304074431500472,0.647155558505287,2.31511418741164,2.55767628963025,2.18207540977542,3.03201972591611,2.4307167545531,2.36460956107877
"1700108F19Rik","NC_000080.7",76915008,76924548,"+",868,-0.564460563400149,1.62733988957438,1.02099502457579,0.334771733000311,0.672967699733444,1.87371322506317,2.25358008780342,1.08761985720896,1.82186614219695,0.00600737483227894,1.75190720512167
"1700123O20Rik","NC_000080.7",54923628,54928201,"+",1891,-0.152068867665609,5.55845057022931,0.933710198386784,0.355318403669445,0.687535648827482,5.7557905726298,5.66871287803369,5.44888406410345,5.3047886961425,5.52661040855515,5.60387282948345
"1810014B01Rik","NC_000076.7",86521391,86525818,"+",1620,-0.0178324177371586,3.14887041757872,0.0044836637218562,0.94785346735319,0.985825184095048,3.06812836806728,2.85405809596432,3.4906161732574,3.18719316423345,2.82737980900929,3.39182608652142
"1810019D21Rik","NC_000074.7",106862032,106865355,"+",1647,-0.247973154038186,4.44656071841249,0.86200619716424,0.373730646820503,0.703704400123196,4.29773567686957,4.83239144569612,4.49186733266641,3.73206443733977,4.78516115797707,4.25175635245653
"1810030O07Rik","NC_000086.8",12521118,12540175,"-",3516,0.367606092506659,5.05786070601587,4.60515383142192,0.0558118935004545,0.353645030090323,4.68376452312638,5.01321858882344,4.88120519352415,5.13404250072324,5.4320354605146,5.08831589576789
"1810037I17Rik","NC_000069.7",122718046,122719843,"+",976,0.00107514667515322,7.76980965896363,6.41904660683663e-05,0.993755514351205,0.998385839749429,7.6933293253692,7.93072427359926,7.6686177656385,7.83633341793512,7.81850918914201,7.64722818094702
"1810044D09Rik","NC_000072.7",91417969,91418737,"+",486,-0.329801002525055,2.52593589520885,1.12244541191514,0.31283109948901,0.655659926919084,2.45972491536399,2.85405809596432,2.61979119336689,2.15840608504692,2.06104310823683,2.86565150151664
"1810055G02Rik","NC_000085.7",3758343,3767882,"+",2302,-0.202545538807434,5.44207420741979,0.745873440806095,0.406804668989977,0.725395474401166,5.76973181700762,5.62358646194353,5.15529302547519,5.15299753581407,5.76512861024753,4.9454360931536
"1810062G17Rik","NC_000069.7",36530086,36536448,"+",911,-0.0622695526059447,2.70845776618673,0.0347361581783129,0.855651671822021,0.950505643420411,2.45972491536399,2.98215875046476,2.68138247525735,2.81116284931578,1.97421078844853,3.12338929597895
"2010204K13Rik","NC_000086.8",7278056,7289227,"-",946,0.198213830978977,4.09387130498403,0.87658173795652,0.369873769700423,0.701022826792658,3.92672600207469,3.77822527027328,4.24906802499942,3.89855366577352,4.35782674245895,4.27849863265946
"2010315B03Rik","NC_000075.7",124054432,124075349,"-",2786,0.266983236316447,2.03607828366493,0.55476750841609,0.472505706437489,0.766134752068837,1.38702636238591,1.7764917174018,2.41747046930884,2.15840608504692,2.14294457347419,2.1496800123419
"2010320M18Rik","NC_000074.7",71229506,71230250,"+",745,0.302320031635081,3.59406913983019,2.10057141056337,0.176030200740597,0.52751282256947,3.49474504736878,3.34192231615362,3.4906161732574,3.48520045842633,3.82441059659312,3.88493568129438
"2200002D01Rik","NC_000073.7",28946946,28947892,"-",507,0.148238948156403,9.12652631180179,1.35715888746644,0.26944562225995,0.61731939564708,8.98983374411631,9.14871789005139,9.00763591265037,9.06543199172342,9.28375826784935,9.2382491105087
"2210016L21Rik","NC_000071.7",115080213,115086610,"+",1388,0.0802736033027111,5.16178819756144,0.104964295163564,0.752221410063472,0.909418897565867,5.54498988297053,5.12845831927477,4.50895555909197,4.98333740699404,5.45626675141798,5.11823299576437
"2210408F21Rik","NC_000072.7",31197286,31314330,"+",1042,-0.119259736423883,3.63913120908378,0.17336030155346,0.685405917530981,0.880340824439558,3.02228029476958,3.65549149184337,4.18671845829105,3.5438247928744,3.72153725497781,3.4400012622036
"2210418O10Rik","NC_000068.8",175968358,176003665,"+",8751,0.115324128693965,4.03423522793175,0.269658768040008,0.614175495052244,0.845796843060171,3.90162170915589,4.18554265395136,3.79921981219419,4.20137412737847,3.69463043161127,4.33054050408088
"2300009A05Rik","NC_000075.7",63301729,63306526,"-",598,-0.0215070622224049,4.5731361953568,0.00692537976274653,0.935220165128688,0.980786075346981,4.62362442518761,4.77458750349459,4.30883426331443,5.02508947723027,3.98847728836592,4.47626938259081
"2310009B15Rik","NC_000067.7",138779717,138784592,"-",571,0.103840287486076,6.43526471543084,0.472432395327755,0.50655345016466,0.789428817026796,6.22416734946068,6.52778461741801,6.37658576735126,6.32488239523314,6.43967286083077,6.67881347350584
"2310010J17Rik","NC_000073.7",89774044,89779144,"-",538,0.0415601711483056,2.79242402551946,0.0140229946686072,0.907939393190938,0.969439326600425,2.15437669260835,2.76186763734438,3.22708099968714,3.25893908153402,2.49450750174586,2.46114924268585
"2310011J03Rik","NC_000076.7",80154089,80156382,"-",1659,-0.171459254331565,5.66717645998084,1.22090638935742,0.29350598972026,0.639167486260221,5.87666212813816,5.8135205360246,5.53482137512699,5.54615522375598,5.70572825772996,5.47106629662841
"2310022A10Rik","NC_000073.7",27252482,27281047,"+",2976,-0.0215577128550228,3.90892774484611,0.0113049439589054,0.91729998057944,0.974114431252142,3.85006333198777,4.14961210187573,3.71336617944407,4.04780223738321,3.87322111800584,3.73852795430435
"2310022B05Rik","NC_000074.7",125362495,125390108,"-",3307,-0.0689239382909644,6.03802471920527,0.266074350981511,0.616510031403583,0.846593449913833,6.04660895083258,6.01666955863518,6.15025240159542,6.05952683951917,6.00302994013725,5.94167936159735
"2310030G06Rik","NC_000075.7",50650991,50657827,"-",1248,0.18993799708472,3.28970469234622,0.593955222719389,0.457643712334221,0.757965912673277,3.11256417994624,3.24308878302888,3.22708099968714,2.94768939735261,3.63926284439274,3.48661959579657
"2310033P09Rik","NC_000077.7",59099187,59101562,"+",1243,-0.154560128398277,5.07827678167635,0.994171454104536,0.340827279806008,0.677743246477452,5.10259077701685,5.09105861396441,5.25993714326321,4.96199933240135,5.1245331216768,4.89448196198956
"2310039H08Rik","NC_000083.7",47083561,47084333,"+",773,0.0121926527842659,6.13306620919538,0.0079170880926341,0.930749510367433,0.978066348315788,6.22922111688377,5.98133345126561,6.16110275152546,6.09426534052365,6.16371406744502,6.15874407274774
"2310040G24Rik","NC_000072.7",86460358,86465209,"-",775,0.187341331510125,1.77295043518663,0.16372204987464,0.693774937450055,0.884430392336939,1.06399483295059,2.25358008780342,1.41219362814258,2.30118652876018,1.30255451083456,1.75190720512167
"2310057M21Rik","NC_000073.7",130943340,130964570,"-",5383,0.0751425840656148,3.85196947869994,0.135494115191096,0.720009790084582,0.895635819343414,3.95140091689552,3.82453715939789,3.65315389717225,3.65437712842519,4.09520299641377,3.88493568129438
"2310061I04Rik","NC_000083.7",36203569,36208270,"-",2130,-0.26669354549206,6.16194469989366,2.65440983430275,0.132435465163533,0.481088513372568,6.11373108161006,6.30498904270092,6.42690245442166,5.74664299126522,6.2166859722389,6.06968328457895
"2410004B18Rik","NC_000069.7",145643769,145650584,"+",1709,0.0949915723850347,5.87417653165026,0.355501413636896,0.563465791260794,0.820588484751104,5.86372130312549,5.89173187700105,5.71497421537173,6.05449520244867,5.63672616080519,6.03873121859127
"2410006H16Rik","NC_000077.7",62493703,62495632,"+",461,-0.363204636993718,8.61350083358814,8.00675058709982,0.0168551035400219,0.242086630537599,8.77856112180047,8.77264592716659,8.7985731504052,8.2457808038666,8.50272916573027,8.49955104258827
"2410022M11Rik","NC_000080.7",57049446,57051356,"+",1911,-0.156506224594953,2.75629812987538,0.221220265231761,0.64759495668048,0.860736424286224,2.97492723588929,2.1842357064517,3.18517243516913,2.94768939735261,2.29399398510588,2.71716870995527
"2500002B13Rik","NC_000074.7",57940997,57963296,"+",902,0.125011175505595,3.35116753950893,0.277220677618248,0.609314662393472,0.843970542934417,3.49474504736878,3.09980682119028,3.26780645754561,3.22351207179882,3.69463043161127,3.23682416611747
"2510002D24Rik","NC_000082.7",18655263,18658863,"+",3202,0.176161990774133,4.3217034564167,0.744008120681789,0.407373489191385,0.725415229611708,4.46129727046505,4.11276378796623,4.09915903911807,4.0877547688899,4.5945547560192,4.4991881064479
"2510022D24Rik","NC_000086.8",169090871,169098529,"-",1468,0.104026382595224,4.42819815100048,0.307227003986419,0.590829246091496,0.833839681513831,4.46129727046505,4.54492015431582,4.076412900801,4.61082365161773,4.42484759024282,4.38077026398047
"2510039O18Rik","NC_000070.7",148023849,148031773,"+",4398,-0.761482513235268,4.4034029204368,19.3612899495196,0.00114655567134469,0.106454779112308,4.65400782602898,4.88796832276473,4.60744074818979,3.94279457013396,3.98847728836592,4.01784498138544
"2610005L07Rik","NC_000074.7",20016466,20055498,"+",4009,0.162672801860126,3.98029079960281,0.618577246572858,0.448714604902575,0.75163880862401,3.82357630223872,3.65549149184337,4.18671845829105,4.02740326106561,4.19457442007617,3.91932842976517
"2610008E11Rik","NC_000076.7",78900208,78933434,"-",4229,0.413354534371261,2.08690101367498,0.951434269837805,0.351005575865458,0.684638969055005,2.38923070284366,1.2060065440405,1.90063815606268,2.15840608504692,1.78309583063871,2.7933195022932
"2610029K11Rik","NC_000083.7",34846640,34847735,"+",1096,-0.345818980198575,2.19008414805275,0.531334430435378,0.481778383775122,0.774773828331806,2.7115992619406,1.86778119808812,2.34319264003948,1.09904919180961,2.77696558888671,1.59053768549306
"2610035D17Rik","NC_000077.7",112934732,113092664,"-",1848,-0.071115575457238,3.56243098830327,0.0833303511166311,0.778372377832304,0.922442517893738,3.85006333198777,3.62964012329699,3.22708099968714,3.18719316423345,3.63926284439274,3.73852795430435
"2610306M01Rik","NC_000072.7",86825389,86826422,"-",1034,0.0663132499219656,1.96673837393351,0.0313679974450485,0.862748552150814,0.953957720204045,1.65079592266726,2.1842357064517,1.90063815606268,1.50526006255554,2.4307167545531,1.89702919456543
"2610318N02Rik","NC_000082.7",16931262,16943080,"-",1668,-0.452784840326627,2.98846449295894,1.85301716392858,0.201530924537593,0.550342175781123,3.15567214075682,2.71346479097889,3.59031873076807,3.22351207179882,2.4307167545531,2.36460956107877
"2610507I01Rik","NC_000077.7",59088619,59093257,"-",2905,0.323181638545448,4.00394544089107,2.48382578701814,0.144223720105567,0.494577335139378,4.02299026992213,3.65549149184337,3.82673868595746,4.3066949743307,3.87322111800584,4.25175635245653
"2610524H06Rik","NC_000071.7",114959998,114961529,"-",945,-0.533148719583015,2.43740417340726,2.18917146609569,0.167952906517351,0.518481838209102,2.52693445426876,2.25358008780342,3.09751622448616,1.913641969516,2.61420386244963,1.75190720512167
"2700038G22Rik","NC_000071.7",24055595,24060031,"+",1370,0.374618437236848,4.21026574747879,3.55954490956517,0.0867296062739239,0.412723802412911,3.7965938769052,4.25482572805176,3.95697017462864,4.56909423393012,4.34057349287766,4.1967371023182
"2700049A03Rik","NC_000078.7",71183627,71356273,"+",6040,-0.050599317471609,4.54278593673691,0.0600176843186135,0.811121579677551,0.934090715695257,4.837284312612,4.45945174018806,4.36622275364437,4.79103280812607,4.26942003612973,4.42930987391964
"2700054A10Rik","NC_000083.7",13707283,13774356,"-",4348,0.337962318540037,1.98524166950307,0.726856760250093,0.412684321876516,0.728304716416928,1.38702636238591,2.25358008780342,1.67698912642695,2.55027546406708,1.97421078844853,1.59053768549306
"2700062C07Rik","NC_000084.7",24603928,24610824,"+",1032,0.075598330761761,3.74530590472238,0.0935681252684497,0.765582326590599,0.9161952553376,3.82357630223872,3.17322583629271,4.02981562624209,3.75705758265082,3.89702075441013,3.65934707737434
"2700097O09Rik","NC_000078.7",55092446,55126895,"-",5582,-0.100755098274636,3.99666932878126,0.269793917991642,0.614087884606224,0.845796843060171,4.04608514966555,4.05566420904507,4.02981562624209,3.70663066802098,4.17524017094674,3.91932842976517
"2700099C18Rik","NC_000083.7",95057528,95082557,"+",1275,0.202636896007062,3.36269253467841,0.311736115427092,0.588157519938229,0.832539249152873,2.23698284894031,3.52133734976069,3.65315389717225,3.8759138382552,3.09766450340868,3.23682416611747
"2810001G20Rik","NC_000077.7",63970310,63974085,"+",901,0.20299089384515,2.78537028184111,0.646679413748727,0.438880866126215,0.744372192941851,2.82276105642206,2.44360948334451,2.79719708908466,2.85812197101676,3.01307368512273,2.71716870995527
"2810002D19Rik","NC_000068.8",94237052,94242027,"+",1484,-0.205866489667043,3.75750689212095,0.769007507662795,0.399863840722443,0.721116354124432,3.5603788840921,3.91292625679574,4.02981562624209,3.62752306139085,3.3252134846271,3.98574784785792
"2810004N23Rik","NC_000074.7",125566094,125589768,"-",1382,0.139460379035574,6.65986081935546,0.646097898704173,0.439073535304469,0.744372192941851,6.5811357246432,6.2677624128043,6.8621093520912,6.9109239660655,6.66083799087282,6.58551990827471
"2810013P06Rik","NC_000074.7",123769314,123771341,"+",2028,0.339027696935182,3.13817794016918,2.37993529442047,0.15206584714168,0.50067729892022,2.82276105642206,2.98215875046476,3.09751622448616,3.22351207179882,3.35987887346571,3.29036331135562
"2810021J22Rik","NC_000077.7",58751310,58775164,"+",5440,-0.0344577995156201,2.46398678025223,0.00779493069880927,0.931285432858412,0.97842197192757,2.38923070284366,2.11138918604878,2.85179480174196,2.43110014787153,1.67712143312687,3.06314184387745
"2810025M15Rik","NC_000067.7",157239922,157247806,"+",1194,-0.146238091979023,4.83512083920081,0.819172096224142,0.38542860827914,0.710662375009468,4.837284312612,4.96234570174837,4.90721745233154,4.58313857968279,4.83529470492732,4.85948445768692
"2810408A11Rik","NC_000077.7",69788178,69791863,"-",2442,-0.425518692076535,2.29888244035691,1.69478090651451,0.220437478744656,0.567327464676168,2.65263217152345,1.95363631554836,2.74045162029011,2.23156192092153,1.97421078844853,2.02887820960346
"2810408I11Rik","NC_000067.7",64719028,64729818,"-",713,-0.142814927887182,4.11869270520722,0.637956811482829,0.441890577385091,0.746776672193592,4.11323109646361,4.13130558597591,4.30883426331443,4.16448637276372,3.94347361123474,4.01784498138544
"2810449D17Rik","NC_000085.7",33369201,33397925,"+",1646,-0.128466119635285,1.92588984877515,0.127201674534769,0.728325654577567,0.898394040931302,2.15437669260835,1.7764917174018,2.00067616662666,1.38214180339609,2.22044522626453,1.89702919456543
"2900026A02Rik","NC_000071.7",113234189,113369158,"-",12667,0.0740025339527682,4.6745050508738,0.155815033057491,0.700824888634733,0.887176785044957,4.49525678449648,4.71437053339916,4.68466872926974,4.61082365161773,4.48889269153644,5.01069089893185
"2900089D17Rik","NC_000071.7",144178591,144193054,"-",998,0.136752359675896,1.56036144253798,0.0984235952267889,0.759808944500952,0.913271178930601,1.87371322506317,1.57451089555163,0.893082035783609,1.82186614219695,1.78309583063871,0.957808596739451
"2900093K20Rik","NC_000068.8",163261691,163262281,"+",591,0.0352717639524875,2.22564121693316,0.00556405404617889,0.941922024553538,0.983077655936112,3.06812836806728,1.67903314936563,1.25901527761821,2.23156192092153,2.14294457347419,2.36460956107877
"3010003L21Rik","NC_000072.7",148846355,148848627,"+",1757,-0.661485718900256,4.13634870015774,11.7101237875776,0.00596283185383137,0.167059126630143,4.40881044922345,4.25482572805176,4.57535359852753,3.60015964157706,3.74795142969877,3.98574784785792
"3110009E18Rik","NC_000067.7",120047763,120115920,"+",5423,-0.702550324133127,1.7396499474726,4.10265487618176,0.0686993713822257,0.382316006996031,1.97345879758014,2.11138918604878,1.90063815606268,1.61869267375825,1.30255451083456,1.20086636509394
"3110039M20Rik","NC_000078.7",49436435,49454129,"+",854,-0.157865183001283,3.11976465334242,0.227809217937839,0.642794115281232,0.858434731704731,3.76909717112508,2.76186763734438,2.85179480174196,3.25893908153402,3.13816984764143,2.5516320406801
"3110040N11Rik","NC_000073.7",81430031,81439203,"-",1255,-0.0926693403903118,5.13910461724563,0.367589420141122,0.557015680305842,0.818406281413859,5.15664296406935,5.21792383008467,5.17683788492133,5.24420783072671,4.98715029429745,5.02655362911235
"3110056K07Rik","NC_000078.7",71038389,71062597,"-",1589,0.590785900270524,1.82638583293032,3.10747781163657,0.106616544433868,0.442626320885735,1.65079592266726,1.33957609166922,1.67698912642695,2.15840608504692,1.88181564207747,2.1496800123419
"3110082I17Rik","NC_000071.7",139345494,139446291,"-",1842,-0.296731135722114,4.83979923542457,3.02144391771293,0.110936207687892,0.449670067560229,4.87646572201535,4.96234570174837,5.08865797179699,4.89602353522614,4.53512712416855,4.58738687302213
"3300002I08Rik","NC_000068.8",150142169,150204705,"-",21977,0.288458968579839,3.54094773698884,1.18179581906567,0.300971183406814,0.646394471041196,3.7965938769052,3.30972428384785,2.95515709324725,3.51481038228478,3.52171392314169,3.98574784785792
"4122401K19Rik","NC_000085.7",12573056,12575679,"+",2624,1.89160991353037,1.87794869274432,18.4517025961822,0.00138044290015486,0.109762317976474,0.64711639856469,0.497566924794288,1.41219362814258,2.55027546406708,1.97421078844853,2.86565150151664
"4632415L05Rik","NC_000069.7",19949035,19953148,"+",4114,0.353719629699868,3.13919116319797,1.90189124604367,0.196129345863799,0.546282268595194,2.87528672344048,3.13698331674485,2.85179480174196,3.60015964157706,2.92321234329378,3.29036331135562
"4833407H14Rik","NC_000085.7",53449053,53451162,"+",1214,-0.0553911855367034,2.36558762967095,0.0390197560795027,0.847129708850805,0.947298200001573,2.15437669260835,2.61149678139333,2.34319264003948,2.36760517264533,2.29399398510588,2.36460956107877
"4833420G17Rik","NC_000079.7",119599295,119622656,"+",3341,0.264035665611373,4.90397245154265,1.59369239215629,0.233727082247595,0.583439032377455,4.52843527671162,4.98291062076346,4.75797187718194,5.37911762434122,4.82292369563396,4.78683466724204
"4833439L19Rik","NC_000079.7",54699031,54713195,"-",4185,0.119764708303015,5.7088040699745,0.430038736771782,0.525874760276196,0.802665039794863,5.56910643556714,5.46451463441328,5.88168252505562,5.94999159637467,5.44015786208926,5.86435044337402
"4921524J17Rik","NC_000074.7",86135388,86159470,"-",1595,0.431327364317232,4.27290686162321,3.71585790613475,0.0809603931496082,0.403917152708154,4.09119453221418,4.18554265395136,3.85374245745196,4.58313857968279,4.71994039605058,3.95292033579608
"4921531C22Rik","NC_000068.8",179618646,179620806,"+",1905,0.0412145160284536,2.40067405152227,0.0163483572227284,0.900641838343998,0.967867007455045,2.82276105642206,1.95363631554836,2.26488201239723,2.23156192092153,2.55559668513252,2.46114924268585
"4930430E12Rik","NC_000070.7",6352562,6358117,"-",2286,-1.0744245694155,2.70881380100814,7.38331143017831,0.0205662940781412,0.253458175388206,3.52793517602082,2.1842357064517,3.34596272362303,2.36760517264533,1.78309583063871,2.1496800123419
"4930453N24Rik","NC_000082.7",64583267,64592735,"-",5965,0.29094297694752,4.77741681050321,1.09236294088188,0.319077625334436,0.662211491412025,3.95140091689552,4.48850745178215,5.18749084901364,5.11483510307958,4.67934406063106,4.91166740943527
"4930461G14Rik","NC_000075.7",58362456,58376906,"+",780,0.30487249013547,3.51232609313157,1.81203887650546,0.206204379185928,0.554398816775711,3.35377751737055,3.60331706418307,3.05160648256656,3.75705758265082,3.45914109814435,3.73852795430435
"4930481B07Rik","NC_000069.7",94922936,94930526,"+",7228,0.855196981960126,2.00607158891072,7.08265937473451,0.022716983031944,0.260166028797729,1.38702636238591,1.57451089555163,1.79314311508787,2.49191803128121,2.14294457347419,2.36460956107877
"4930502C15Rik","NC_000072.7",38714451,38786750,"+",38992,-0.296389678093106,2.95319342790329,0.56428320761061,0.468809468550017,0.764361004971662,2.38923070284366,3.43441706722795,3.22708099968714,3.14993628827931,3.05598899153694,1.59053768549306
"4930503L19Rik","NC_000084.7",70585281,70605935,"-",3882,0.269293642947399,3.70228547568293,1.36159173064908,0.268712898654576,0.61719465779026,3.5603788840921,3.17322583629271,3.90627938787231,3.92084369475952,3.79937175977536,3.73852795430435
"4930523C07Rik","NC_000067.7",159871950,159906157,"+",5391,-0.037670205427271,5.31180239881898,0.0502524323971164,0.826864484485028,0.940233171997175,5.25902683898872,5.52886469514026,5.17683788492133,5.34655436971749,5.42386707062135,5.07312143690008
"4930524J08Rik","NC_000071.7",100126794,100127525,"+",648,-0.365845606510686,2.65265710744484,1.52674353451047,0.243162108787549,0.593313641333034,2.5911518385325,2.76186763734438,3.05160648256656,2.36760517264533,2.82737980900929,2.02887820960346
"4930556M19Rik","NC_000081.7",10714922,10790209,"+",4350,0.26983009434495,1.92748816156819,0.38423946149931,0.548391058784203,0.813810156411226,1.76655579207879,2.1842357064517,1.25901527761821,1.24752811150876,2.36397439915429,2.36460956107877
